gene_ID	protein_ID
gene_1496	1980056
gene_1497	1980057
gene_1498	1980058
gene_1499	1980059
gene_1500	1980060
gene_1501	1980061
gene_1502	1980062
gene_1503	1980063
gene_1504	1980064
gene_1505	1980065
gene_1506	1980066
gene_1507	1980067
gene_1508	1980068
gene_1509	1980069
gene_1510	1980070
gene_1511	1980071
gene_1512	1980072
gene_1513	1980073
gene_1514	1980074
gene_1515	1980075
gene_1516	1980076
gene_1517	1980077
gene_1518	1980078
gene_1519	1980079
gene_1520	1980080
gene_1521	1980081
gene_1522	1980082
gene_1523	1980083
gene_1524	1980084
gene_1525	1980085
gene_1526	1980086
gene_1527	1980087
gene_1528	1980088
gene_1529	1980089
gene_1530	1980090
gene_1531	1980091
gene_1532	1980092
gene_1533	1980093
gene_1534	1980094
gene_1535	1980095
gene_1536	1980096
gene_1537	1980097
gene_1538	1980098
gene_1539	1980099
gene_1540	1980100
gene_1541	1980101
gene_1542	1980102
gene_1543	1980103
gene_1544	1980104
gene_1545	1980105
gene_1546	1980106
gene_1547	1980107
gene_1548	1980108
gene_1549	1980109
gene_1550	1980110
gene_1551	1980111
gene_1552	1980112
gene_1553	1980113
gene_1554	1980114
gene_1555	1980115
gene_1556	1980116
gene_1557	1980117
gene_1558	1980118
gene_1559	1980119
gene_1560	1980120
gene_1561	1980121
gene_1562	1980122
gene_1563	1980123
gene_1564	1980124
gene_1565	1980125
gene_1566	1980126
gene_1567	1980127
gene_1568	1980128
gene_1569	1980129
gene_1570	1980130
gene_1571	1980131
gene_1572	1980132
gene_1573	1980133
gene_1574	1980134
gene_1575	1980135
gene_1576	1980136
gene_1577	1980137
gene_1578	1980138
gene_1579	1980139
gene_1580	1980140
gene_1581	1980141
gene_1582	1980142
gene_1583	1980143
gene_1584	1980144
gene_1585	1980145
gene_1586	1980146
gene_1587	1980147
gene_1588	1980148
gene_1589	1980149
gene_1590	1980150
gene_1591	1980151
gene_1592	1980152
gene_1593	1980153
gene_1594	1980154
gene_1595	1980155
gene_1596	1980156
gene_1597	1980157
gene_1598	1980158
gene_1599	1980159
gene_1600	1980160
gene_1601	1980161
gene_1602	1980162
gene_1603	1980163
gene_1604	1980164
gene_1605	1980165
gene_1606	1980166
gene_1607	1980167
gene_1608	1980168
gene_1609	1980169
gene_1610	1980170
gene_1611	1980171
gene_1612	1980172
gene_1613	1980173
gene_1614	1980174
gene_1615	1980175
gene_1616	1980176
gene_1617	1980177
gene_1618	1980178
gene_1619	1980179
gene_1620	1980180
gene_1621	1980181
gene_1622	1980182
gene_1623	1980183
gene_1624	1980184
gene_1625	1980185
gene_1626	1980186
gene_1627	1980187
gene_1628	1980188
gene_1629	1980189
gene_1630	1980190
gene_1631	1980191
gene_1632	1980192
gene_1633	1980193
gene_1634	1980194
gene_1635	1980195
gene_1636	1980196
gene_1637	1980197
gene_1638	1980198
gene_1639	1980199
gene_1640	1980200
gene_1641	1980201
gene_1642	1980202
gene_1643	1980203
gene_1644	1980204
gene_1645	1980205
gene_1646	1980206
gene_1647	1980207
gene_1648	1980208
gene_1649	1980209
gene_1650	1980210
gene_1651	1980211
gene_1652	1980212
gene_1653	1980213
gene_1654	1980214
gene_1655	1980215
gene_1656	1980216
gene_1657	1980217
gene_1658	1980218
gene_1659	1980219
gene_1660	1980220
gene_1661	1980221
gene_1662	1980222
gene_1663	1980223
gene_1664	1980224
gene_1665	1980225
gene_1666	1980226
gene_1667	1980227
gene_1668	1980228
gene_1669	1980229
gene_1670	1980230
gene_1671	1980231
gene_1672	1980232
gene_1673	1980233
gene_1674	1980234
gene_1675	1980235
gene_1676	1980236
gene_1677	1980237
gene_1678	1980238
gene_1679	1980239
gene_1680	1980240
gene_1681	1980241
gene_1682	1980242
gene_1683	1980243
gene_1684	1980244
gene_1685	1980245
gene_1686	1980246
gene_1687	1980247
gene_1688	1980248
gene_1689	1980249
gene_1690	1980250
gene_1691	1980251
gene_1692	1980252
gene_1693	1980253
gene_1694	1980254
gene_1695	1980255
gene_1696	1980256
gene_1697	1980257
gene_1698	1980258
gene_1699	1980259
gene_1700	1980260
gene_1701	1980261
gene_1702	1980262
gene_1703	1980263
gene_1704	1980264
gene_1705	1980265
gene_1706	1980266
gene_1707	1980267
gene_1708	1980268
gene_1709	1980269
gene_1710	1980270
gene_1711	1980271
gene_1712	1980272
gene_1713	1980273
gene_1714	1980274
gene_1715	1980275
gene_1716	1980276
gene_1717	1980277
gene_1718	1980278
gene_1719	1980279
gene_1720	1980280
gene_1721	1980281
gene_1722	1980282
gene_1723	1980283
gene_1724	1980284
gene_1725	1980285
gene_1726	1980286
gene_1727	1980287
gene_1728	1980288
gene_1729	1980289
gene_1730	1980290
gene_1731	1980291
gene_1732	1980292
gene_1733	1980293
gene_1734	1980294
gene_1735	1980295
gene_1736	1980296
gene_1737	1980297
gene_1738	1980298
gene_1739	1980299
gene_1740	1980300
gene_1741	1980301
gene_1742	1980302
gene_1743	1980303
gene_1744	1980304
gene_1745	1980305
gene_1746	1980306
gene_1747	1980307
gene_1748	1980308
gene_1749	1980309
gene_1750	1980310
gene_1751	1980311
gene_1752	1980312
gene_1753	1980313
gene_1754	1980314
gene_1755	1980315
gene_1756	1980316
gene_1757	1980317
gene_1758	1980318
gene_1759	1980319
gene_1760	1980320
gene_1761	1980321
gene_1762	1980322
gene_1763	1980323
gene_1764	1980324
gene_1765	1980325
gene_1766	1980326
gene_1767	1980327
gene_1768	1980328
gene_1769	1980329
gene_1770	1980330
gene_1771	1980331
gene_1772	1980332
gene_1773	1980333
gene_1774	1980334
gene_1775	1980335
gene_1776	1980336
gene_1777	1980337
gene_1778	1980338
gene_1779	1980339
gene_1780	1980340
gene_1781	1980341
gene_1782	1980342
gene_1783	1980343
gene_1784	1980344
gene_1785	1980345
gene_1786	1980346
gene_1787	1980347
gene_1788	1980348
gene_1789	1980349
gene_1790	1980350
gene_1791	1980351
gene_1792	1980352
gene_1793	1980353
gene_1794	1980354
gene_1795	1980355
gene_1796	1980356
gene_1797	1980357
gene_1798	1980358
gene_1799	1980359
gene_1800	1980360
gene_1801	1980361
gene_1802	1980362
gene_1803	1980363
gene_1804	1980364
gene_1805	1980365
gene_1806	1980366
gene_1807	1980367
gene_1808	1980368
gene_1809	1980369
gene_1810	1980370
gene_1811	1980371
gene_1812	1980372
gene_1813	1980373
gene_1814	1980374
gene_1815	1980375
gene_1816	1980376
gene_1817	1980377
gene_1818	1980378
gene_1819	1980379
gene_1820	1980380
gene_1821	1980381
gene_1822	1980382
gene_1823	1980383
gene_1824	1980384
gene_1825	1980385
gene_1826	1980386
gene_1827	1980387
gene_1828	1980388
gene_1829	1980389
gene_1830	1980390
gene_1831	1980391
gene_1832	1980392
gene_1833	1980393
gene_1834	1980394
gene_1835	1980395
gene_1836	1980396
gene_1837	1980397
gene_1838	1980398
gene_1839	1980399
gene_1840	1980400
gene_1841	1980401
gene_1842	1980402
gene_1843	1980403
gene_1844	1980404
gene_1845	1980405
gene_1846	1980406
gene_1847	1980407
gene_1848	1980408
gene_1849	1980409
gene_1850	1980410
gene_1851	1980411
gene_1852	1980412
gene_1853	1980413
gene_1854	1980414
gene_1855	1980415
gene_1856	1980416
gene_1857	1980417
gene_1858	1980418
gene_1859	1980419
gene_1860	1980420
gene_1861	1980421
gene_1862	1980422
gene_1863	1980423
gene_1864	1980424
gene_1865	1980425
gene_1866	1980426
gene_1867	1980427
gene_1868	1980428
gene_1869	1980429
gene_1870	1980430
gene_1871	1980431
gene_1872	1980432
gene_1873	1980433
gene_1874	1980434
gene_1875	1980435
gene_1876	1980436
gene_1877	1980437
gene_1878	1980438
gene_1879	1980439
gene_1880	1980440
gene_1881	1980441
gene_1882	1980442
gene_1883	1980443
gene_1884	1980444
gene_1885	1980445
gene_1886	1980446
gene_1887	1980447
gene_1888	1980448
gene_1889	1980449
gene_1890	1980450
gene_1891	1980451
gene_1892	1980452
gene_1893	1980453
gene_1894	1980454
gene_1895	1980455
gene_1896	1980456
gene_1897	1980457
gene_1898	1980458
gene_1899	1980459
gene_1900	1980460
gene_1901	1980461
gene_1902	1980462
gene_1903	1980463
gene_1904	1980464
gene_1905	1980465
gene_1906	1980466
gene_1907	1980467
gene_1908	1980468
gene_1909	1980469
gene_1910	1980470
gene_1911	1980471
gene_1912	1980472
gene_1913	1980473
gene_1914	1980474
gene_1915	1980475
gene_1916	1980476
gene_1917	1980477
gene_1918	1980478
gene_1919	1980479
gene_1920	1980480
gene_1921	1980481
gene_1922	1980482
gene_1923	1980483
gene_1924	1980484
gene_1925	1980485
gene_1926	1980486
gene_1927	1980487
gene_1928	1980488
gene_1929	1980489
gene_1930	1980490
gene_1931	1980491
gene_1932	1980492
gene_1933	1980493
gene_1934	1980494
gene_1935	1980495
gene_1936	1980496
gene_1937	1980497
gene_1938	1980498
gene_1939	1980499
gene_1940	1980500
gene_1941	1980501
gene_1942	1980502
gene_1943	1980503
gene_1944	1980504
gene_1945	1980505
gene_1946	1980506
gene_1947	1980507
gene_1948	1980508
gene_1949	1980509
gene_1950	1980510
gene_1951	1980511
gene_1952	1980512
gene_1953	1980513
gene_1954	1980514
gene_1955	1980515
gene_1956	1980516
gene_1957	1980517
gene_1958	1980518
gene_1959	1980519
gene_1960	1980520
gene_1961	1980521
gene_1962	1980522
gene_1963	1980523
gene_1964	1980524
gene_1965	1980525
gene_1966	1980526
gene_1967	1980527
gene_1968	1980528
gene_1969	1980529
gene_1970	1980530
gene_1971	1980531
gene_1972	1980532
gene_1973	1980533
gene_1974	1980534
gene_1975	1980535
gene_1976	1980536
gene_1977	1980537
gene_1978	1980538
gene_1979	1980539
gene_1980	1980540
gene_1981	1980541
gene_1982	1980542
gene_1983	1980543
gene_1984	1980544
gene_1985	1980545
gene_1986	1980546
gene_1987	1980547
gene_1988	1980548
gene_1989	1980549
gene_1990	1980550
gene_1991	1980551
gene_1992	1980552
gene_1993	1980553
gene_1994	1980554
gene_1995	1980555
gene_1996	1980556
gene_1997	1980557
gene_1998	1980558
gene_1999	1980559
gene_2000	1980560
gene_2001	1980561
gene_2002	1980562
gene_2003	1980563
gene_2004	1980564
gene_2005	1980565
gene_2006	1980566
gene_2007	1980567
gene_2008	1980568
gene_2009	1980569
gene_2010	1980570
gene_2011	1980571
gene_2012	1980572
gene_2013	1980573
gene_2014	1980574
gene_2015	1980575
gene_2016	1980576
gene_2017	1980577
gene_2018	1980578
gene_2019	1980579
gene_2020	1980580
gene_2021	1980581
gene_2022	1980582
gene_2023	1980583
gene_2024	1980584
gene_2025	1980585
gene_2026	1980586
gene_2027	1980587
gene_2028	1980588
gene_2029	1980589
gene_2030	1980590
gene_2031	1980591
gene_2032	1980592
gene_2033	1980593
gene_2034	1980594
gene_2035	1980595
gene_2036	1980596
gene_2037	1980597
gene_2038	1980598
gene_2039	1980599
gene_2040	1980600
gene_2041	1980601
gene_2042	1980602
gene_2043	1980603
gene_2044	1980604
gene_2045	1980605
gene_2046	1980606
gene_2047	1980607
gene_2048	1980608
gene_2049	1980609
gene_2050	1980610
gene_2051	1980611
gene_2052	1980612
gene_2053	1980613
gene_2054	1980614
gene_2055	1980615
gene_2056	1980616
gene_2057	1980617
gene_2058	1980618
gene_2059	1980619
gene_2060	1980620
gene_2061	1980621
gene_2062	1980622
gene_2063	1980623
gene_2064	1980624
gene_2065	1980625
gene_2066	1980626
gene_2067	1980627
gene_2068	1980628
gene_2069	1980629
gene_2070	1980630
gene_2071	1980631
gene_2072	1980632
gene_2073	1980633
gene_2074	1980634
gene_2075	1980635
gene_2076	1980636
gene_2077	1980637
gene_2078	1980638
gene_2079	1980639
gene_2080	1980640
gene_2081	1980641
gene_2082	1980642
gene_2083	1980643
gene_2084	1980644
gene_2085	1980645
gene_2086	1980646
gene_2087	1980647
gene_2088	1980648
gene_2089	1980649
gene_2090	1980650
gene_2091	1980651
gene_2092	1980652
gene_2093	1980653
gene_2094	1980654
gene_2095	1980655
gene_2096	1980656
gene_2097	1980657
gene_2098	1980658
gene_2099	1980659
gene_2100	1980660
gene_2101	1980661
gene_2102	1980662
gene_2103	1980663
gene_2104	1980664
gene_2105	1980665
gene_2106	1980666
gene_2107	1980667
gene_2108	1980668
gene_2109	1980669
gene_2110	1980670
gene_2111	1980671
gene_2112	1980672
gene_2113	1980673
gene_2114	1980674
gene_2115	1980675
gene_2116	1980676
gene_2117	1980677
gene_2118	1980678
gene_2119	1980679
gene_2120	1980680
gene_2121	1980681
gene_2122	1980682
gene_2123	1980683
gene_2124	1980684
gene_2125	1980685
gene_2126	1980686
gene_2127	1980687
gene_2128	1980688
gene_2129	1980689
gene_2130	1980690
gene_2131	1980691
gene_2132	1980692
gene_2133	1980693
gene_2134	1980694
gene_2135	1980695
gene_2136	1980696
gene_2137	1980697
gene_2138	1980698
gene_2139	1980699
gene_2140	1980700
gene_2141	1980701
gene_2142	1980702
gene_2143	1980703
gene_2144	1980704
gene_2145	1980705
gene_2146	1980706
gene_2147	1980707
gene_2148	1980708
gene_2149	1980709
gene_2150	1980710
gene_2151	1980711
gene_2152	1980712
gene_2153	1980713
gene_2154	1980714
gene_2155	1980715
gene_2156	1980716
gene_2157	1980717
gene_2158	1980718
gene_2159	1980719
gene_2160	1980720
gene_2161	1980721
gene_2162	1980722
gene_2163	1980723
gene_2164	1980724
gene_2165	1980725
gene_2166	1980726
gene_2167	1980727
gene_2168	1980728
gene_2169	1980729
gene_2170	1980730
gene_2171	1980731
gene_2172	1980732
gene_2173	1980733
gene_2174	1980734
gene_2175	1980735
gene_2176	1980736
gene_2177	1980737
gene_2178	1980738
gene_2179	1980739
gene_2180	1980740
gene_2181	1980741
gene_2182	1980742
gene_2183	1980743
gene_2184	1980744
gene_2185	1980745
gene_2186	1980746
gene_2187	1980747
gene_2188	1980748
gene_2189	1980749
gene_2190	1980750
gene_2191	1980751
gene_2192	1980752
gene_2193	1980753
gene_2194	1980754
gene_2195	1980755
gene_2196	1980756
gene_2197	1980757
gene_2198	1980758
gene_2199	1980759
gene_2200	1980760
gene_2201	1980761
gene_2202	1980762
gene_2203	1980763
gene_2204	1980764
gene_2205	1980765
gene_2206	1980766
gene_2207	1980767
gene_2208	1980768
gene_2209	1980769
gene_2210	1980770
gene_2211	1980771
gene_2212	1980772
gene_2213	1980773
gene_2214	1980774
gene_2215	1980775
gene_2216	1980776
gene_2217	1980777
gene_2218	1980778
gene_2219	1980779
gene_2220	1980780
gene_2221	1980781
gene_2222	1980782
gene_2223	1980783
gene_2224	1980784
gene_2225	1980785
gene_2226	1980786
gene_2227	1980787
gene_2228	1980788
gene_2229	1980789
gene_2230	1980790
gene_2231	1980791
gene_2232	1980792
gene_2233	1980793
gene_2234	1980794
gene_2235	1980795
gene_2236	1980796
gene_2237	1980797
gene_2238	1980798
gene_2239	1980799
gene_2240	1980800
gene_2241	1980801
gene_2242	1980802
gene_2243	1980803
gene_2244	1980804
gene_2245	1980805
gene_2246	1980806
gene_2247	1980807
gene_2248	1980808
gene_2249	1980809
gene_2250	1980810
gene_2251	1980811
gene_2252	1980812
gene_2253	1980813
gene_2254	1980814
gene_2255	1980815
gene_2256	1980816
gene_2257	1980817
gene_2258	1980818
gene_2259	1980819
gene_2260	1980820
gene_2261	1980821
gene_2262	1980822
gene_2263	1980823
gene_2264	1980824
gene_2265	1980825
gene_2266	1980826
gene_2267	1980827
gene_2268	1980828
gene_2269	1980829
gene_2270	1980830
gene_2271	1980831
gene_2272	1980832
gene_2273	1980833
gene_2274	1980834
gene_2275	1980835
gene_2276	1980836
gene_2277	1980837
gene_2278	1980838
gene_2279	1980839
gene_2280	1980840
gene_2281	1980841
gene_2282	1980842
gene_2283	1980843
gene_2284	1980844
gene_2285	1980845
gene_2286	1980846
gene_2287	1980847
gene_2288	1980848
gene_2289	1980849
gene_2290	1980850
gene_2291	1980851
gene_2292	1980852
gene_2293	1980853
gene_2294	1980854
gene_2295	1980855
gene_2296	1980856
gene_2297	1980857
gene_2298	1980858
gene_2299	1980859
gene_2300	1980860
gene_2301	1980861
gene_2302	1980862
gene_2303	1980863
gene_2304	1980864
gene_2305	1980865
gene_2306	1980866
gene_2307	1980867
gene_2308	1980868
gene_2309	1980869
gene_2310	1980870
gene_2311	1980871
gene_2312	1980872
gene_2313	1980873
gene_2314	1980874
gene_2315	1980875
gene_2316	1980876
gene_2317	1980877
gene_2318	1980878
gene_2319	1980879
gene_2320	1980880
gene_2321	1980881
gene_2322	1980882
gene_2323	1980883
gene_2324	1980884
gene_2325	1980885
gene_2326	1980886
gene_2327	1980887
gene_2328	1980888
gene_2329	1980889
gene_2330	1980890
gene_2331	1980891
gene_2332	1980892
gene_2333	1980893
gene_2334	1980894
gene_2335	1980895
gene_2336	1980896
gene_2337	1980897
gene_2338	1980898
gene_2339	1980899
gene_2340	1980900
gene_2341	1980901
gene_2342	1980902
gene_2343	1980903
gene_2344	1980904
gene_2345	1980905
gene_2346	1980906
gene_2347	1980907
gene_2348	1980908
gene_2349	1980909
gene_2350	1980910
gene_2351	1980911
gene_2352	1980912
gene_2353	1980913
gene_2354	1980914
gene_2355	1980915
gene_2356	1980916
gene_2357	1980917
gene_2358	1980918
gene_2359	1980919
gene_2360	1980920
gene_2361	1980921
gene_2362	1980922
gene_2363	1980923
gene_2364	1980924
gene_2365	1980925
gene_2366	1980926
gene_2367	1980927
gene_2368	1980928
gene_2369	1980929
gene_2370	1980930
gene_2371	1980931
gene_2372	1980932
gene_2373	1980933
gene_2374	1980934
gene_2375	1980935
gene_2376	1980936
gene_2377	1980937
gene_2378	1980938
gene_2379	1980939
gene_2380	1980940
gene_2381	1980941
gene_2382	1980942
gene_2383	1980943
gene_2384	1980944
gene_2385	1980945
gene_2386	1980946
gene_2387	1980947
gene_2388	1980948
gene_2389	1980949
gene_2390	1980950
gene_2391	1980951
gene_2392	1980952
gene_2393	1980953
gene_2394	1980954
gene_2395	1980955
gene_2396	1980956
gene_2397	1980957
gene_2398	1980958
gene_2399	1980959
gene_2400	1980960
gene_2401	1980961
gene_2402	1980962
gene_2403	1980963
gene_2404	1980964
gene_2405	1980965
gene_2406	1980966
gene_2407	1980967
gene_2408	1980968
gene_2409	1980969
gene_2410	1980970
gene_2411	1980971
gene_2412	1980972
gene_2413	1980973
gene_2414	1980974
gene_2415	1980975
gene_2416	1980976
gene_2417	1980977
gene_2418	1980978
gene_2419	1980979
gene_2420	1980980
gene_2421	1980981
gene_2422	1980982
gene_2423	1980983
gene_2424	1980984
gene_2425	1980985
gene_2426	1980986
gene_2427	1980987
gene_2428	1980988
gene_2429	1980989
gene_2430	1980990
gene_2431	1980991
gene_2432	1980992
gene_2433	1980993
gene_2434	1980994
gene_2435	1980995
gene_2436	1980996
gene_2437	1980997
gene_2438	1980998
gene_2439	1980999
gene_2440	1981000
gene_2441	1981001
gene_2442	1981002
gene_2443	1981003
gene_2444	1981004
gene_2445	1981005
gene_2446	1981006
gene_2447	1981007
gene_2448	1981008
gene_2449	1981009
gene_2450	1981010
gene_2451	1981011
gene_2452	1981012
gene_2453	1981013
gene_2454	1981014
gene_2455	1981015
gene_2456	1981016
gene_2457	1981017
gene_2458	1981018
gene_2459	1981019
gene_2460	1981020
gene_2461	1981021
gene_2462	1981022
gene_2463	1981023
gene_2464	1981024
gene_2465	1981025
gene_2466	1981026
gene_2467	1981027
gene_2468	1981028
gene_2469	1981029
gene_2470	1981030
gene_2471	1981031
gene_2472	1981032
gene_2473	1981033
gene_2474	1981034
gene_2475	1981035
gene_2476	1981036
gene_2477	1981037
gene_2478	1981038
gene_2479	1981039
gene_2480	1981040
gene_2481	1981041
gene_2482	1981042
gene_2483	1981043
gene_2484	1981044
gene_2485	1981045
gene_2486	1981046
gene_2487	1981047
gene_2488	1981048
gene_2489	1981049
gene_2490	1981050
gene_2491	1981051
gene_2492	1981052
gene_2493	1981053
gene_2494	1981054
gene_2495	1981055
gene_2496	1981056
gene_2497	1981057
gene_2498	1981058
gene_2499	1981059
gene_2500	1981060
gene_2501	1981061
gene_2502	1981062
gene_2503	1981063
gene_2504	1981064
gene_2505	1981065
gene_2506	1981066
gene_2507	1981067
gene_2508	1981068
gene_2509	1981069
gene_2510	1981070
gene_2511	1981071
gene_2512	1981072
gene_2513	1981073
gene_2514	1981074
gene_2515	1981075
gene_2516	1981076
gene_2517	1981077
gene_2518	1981078
gene_2519	1981079
gene_2520	1981080
gene_2521	1981081
gene_2522	1981082
gene_2523	1981083
gene_2524	1981084
gene_2525	1981085
gene_2526	1981086
gene_2527	1981087
gene_2528	1981088
gene_2529	1981089
gene_2530	1981090
gene_2531	1981091
gene_2532	1981092
gene_2533	1981093
gene_2534	1981094
gene_2535	1981095
gene_2536	1981096
gene_2537	1981097
gene_2538	1981098
gene_2539	1981099
gene_2540	1981100
gene_2541	1981101
gene_2542	1981102
gene_2543	1981103
gene_2544	1981104
gene_2545	1981105
gene_2546	1981106
gene_2547	1981107
gene_2548	1981108
gene_2549	1981109
gene_2550	1981110
gene_2551	1981111
gene_2552	1981112
gene_2553	1981113
gene_2554	1981114
gene_2555	1981115
gene_2556	1981116
gene_2557	1981117
gene_2558	1981118
gene_2559	1981119
gene_2560	1981120
gene_2561	1981121
gene_2562	1981122
gene_2563	1981123
gene_2564	1981124
gene_2565	1981125
gene_2566	1981126
gene_2567	1981127
gene_2568	1981128
gene_2569	1981129
gene_2570	1981130
gene_2571	1981131
gene_2572	1981132
gene_2573	1981133
gene_2574	1981134
gene_2575	1981135
gene_2576	1981136
gene_2577	1981137
gene_2578	1981138
gene_2579	1981139
gene_2580	1981140
gene_2581	1981141
gene_2582	1981142
gene_2583	1981143
gene_2584	1981144
gene_2585	1981145
gene_2586	1981146
gene_2587	1981147
gene_2588	1981148
gene_2589	1981149
gene_2590	1981150
gene_2591	1981151
gene_2592	1981152
gene_2593	1981153
gene_2594	1981154
gene_2595	1981155
gene_2596	1981156
gene_2597	1981157
gene_2598	1981158
gene_2599	1981159
gene_2600	1981160
gene_2601	1981161
gene_2602	1981162
gene_2603	1981163
gene_2604	1981164
gene_2605	1981165
gene_2606	1981166
gene_2607	1981167
gene_2608	1981168
gene_2609	1981169
gene_2610	1981170
gene_2611	1981171
gene_2612	1981172
gene_2613	1981173
gene_2614	1981174
gene_2615	1981175
gene_2616	1981176
gene_2617	1981177
gene_2618	1981178
gene_2619	1981179
gene_2620	1981180
gene_2621	1981181
gene_2622	1981182
gene_2623	1981183
gene_2624	1981184
gene_2625	1981185
gene_2626	1981186
gene_2627	1981187
gene_2628	1981188
gene_2629	1981189
gene_2630	1981190
gene_2631	1981191
gene_2632	1981192
gene_2633	1981193
gene_2634	1981194
gene_2635	1981195
gene_2636	1981196
gene_2637	1981197
gene_2638	1981198
gene_2639	1981199
gene_2640	1981200
gene_2641	1981201
gene_2642	1981202
gene_2643	1981203
gene_2644	1981204
gene_2645	1981205
gene_2646	1981206
gene_2647	1981207
gene_2648	1981208
gene_2649	1981209
gene_2650	1981210
gene_2651	1981211
gene_2652	1981212
gene_2653	1981213
gene_2654	1981214
gene_2655	1981215
gene_2656	1981216
gene_2657	1981217
gene_2658	1981218
gene_2659	1981219
gene_2660	1981220
gene_2661	1981221
gene_2662	1981222
gene_2663	1981223
gene_2664	1981224
gene_2665	1981225
gene_2666	1981226
gene_2667	1981227
gene_2668	1981228
gene_2669	1981229
gene_2670	1981230
gene_2671	1981231
gene_2672	1981232
gene_2673	1981233
gene_2674	1981234
gene_2675	1981235
gene_2676	1981236
gene_2677	1981237
gene_2678	1981238
gene_2679	1981239
gene_2680	1981240
gene_2681	1981241
gene_2682	1981242
gene_2683	1981243
gene_2684	1981244
gene_2685	1981245
gene_2686	1981246
gene_2687	1981247
gene_2688	1981248
gene_2689	1981249
gene_2690	1981250
gene_2691	1981251
gene_2692	1981252
gene_2693	1981253
gene_2694	1981254
gene_2695	1981255
gene_2696	1981256
gene_2697	1981257
gene_2698	1981258
gene_2699	1981259
gene_2700	1981260
gene_2701	1981261
gene_2702	1981262
gene_2703	1981263
gene_2704	1981264
gene_2705	1981265
gene_2706	1981266
gene_2707	1981267
gene_2708	1981268
gene_2709	1981269
gene_2710	1981270
gene_2711	1981271
gene_2712	1981272
gene_2713	1981273
gene_2714	1981274
gene_2715	1981275
gene_2716	1981276
gene_2717	1981277
gene_2718	1981278
gene_2719	1981279
gene_2720	1981280
gene_2721	1981281
gene_2722	1981282
gene_2723	1981283
gene_2724	1981284
gene_2725	1981285
gene_2726	1981286
gene_2727	1981287
gene_2728	1981288
gene_2729	1981289
gene_2730	1981290
gene_2731	1981291
gene_2732	1981292
gene_2733	1981293
gene_2734	1981294
gene_2735	1981295
gene_2736	1981296
gene_2737	1981297
gene_2738	1981298
gene_2739	1981299
gene_2740	1981300
gene_2741	1981301
gene_2742	1981302
gene_2743	1981303
gene_2744	1981304
gene_2745	1981305
gene_2746	1981306
gene_2747	1981307
gene_2748	1981308
gene_2749	1981309
gene_2750	1981310
gene_2751	1981311
gene_2752	1981312
gene_2753	1981313
gene_2754	1981314
gene_2755	1981315
gene_2756	1981316
gene_2757	1981317
gene_2758	1981318
gene_2759	1981319
gene_2760	1981320
gene_2761	1981321
gene_2762	1981322
gene_2763	1981323
gene_2764	1981324
gene_2765	1981325
gene_2766	1981326
gene_2767	1981327
gene_2768	1981328
gene_2769	1981329
gene_2770	1981330
gene_2771	1981331
gene_2772	1981332
gene_2773	1981333
gene_2774	1981334
gene_2775	1981335
gene_2776	1981336
gene_2777	1981337
gene_2778	1981338
gene_2779	1981339
gene_2780	1981340
gene_2781	1981341
gene_2782	1981342
gene_2783	1981343
gene_2784	1981344
gene_2785	1981345
gene_2786	1981346
gene_2787	1981347
gene_2788	1981348
gene_2789	1981349
gene_2790	1981350
gene_2791	1981351
gene_2792	1981352
gene_2793	1981353
gene_2794	1981354
gene_2795	1981355
gene_2796	1981356
gene_2797	1981357
gene_2798	1981358
gene_2799	1981359
gene_2800	1981360
gene_2801	1981361
gene_2802	1981362
gene_2803	1981363
gene_2804	1981364
gene_2805	1981365
gene_2806	1981366
gene_2807	1981367
gene_2808	1981368
gene_2809	1981369
gene_2810	1981370
gene_2811	1981371
gene_2812	1981372
gene_2813	1981373
gene_2814	1981374
gene_2815	1981375
gene_2816	1981376
gene_2817	1981377
gene_2818	1981378
gene_2819	1981379
gene_2820	1981380
gene_2821	1981381
gene_2822	1981382
gene_2823	1981383
gene_2824	1981384
gene_2825	1981385
gene_2826	1981386
gene_2827	1981387
gene_2828	1981388
gene_2829	1981389
gene_2830	1981390
gene_2831	1981391
gene_2832	1981392
gene_2833	1981393
gene_2834	1981394
gene_2835	1981395
gene_2836	1981396
gene_2837	1981397
gene_2838	1981398
gene_2839	1981399
gene_2840	1981400
gene_2841	1981401
gene_2842	1981402
gene_2843	1981403
gene_2844	1981404
gene_2845	1981405
gene_2846	1981406
gene_2847	1981407
gene_2848	1981408
gene_2849	1981409
gene_2850	1981410
gene_2851	1981411
gene_2852	1981412
gene_2853	1981413
gene_2854	1981414
gene_2855	1981415
gene_2856	1981416
gene_2857	1981417
gene_2858	1981418
gene_2859	1981419
gene_2860	1981420
gene_2861	1981421
gene_2862	1981422
gene_2863	1981423
gene_2864	1981424
gene_2865	1981425
gene_2866	1981426
gene_2867	1981427
gene_2868	1981428
gene_2869	1981429
gene_2870	1981430
gene_2871	1981431
gene_2872	1981432
gene_2873	1981433
gene_2874	1981434
gene_2875	1981435
gene_2876	1981436
gene_2877	1981437
gene_2878	1981438
gene_2879	1981439
gene_2880	1981440
gene_2881	1981441
gene_2882	1981442
gene_2883	1981443
gene_2884	1981444
gene_2885	1981445
gene_2886	1981446
gene_2887	1981447
gene_2888	1981448
gene_2889	1981449
gene_2890	1981450
gene_2891	1981451
gene_2892	1981452
gene_2893	1981453
