gene_ID	protein_ID
gene_2894	1981454
gene_2895	1981455
gene_2896	1981456
gene_2897	1981457
gene_2898	1981458
gene_2899	1981459
gene_2900	1981460
gene_2901	1981461
gene_2902	1981462
gene_2903	1981463
gene_2904	1981464
gene_2905	1981465
gene_2906	1981466
gene_2907	1981467
gene_2908	1981468
gene_2909	1981469
gene_2910	1981470
gene_2911	1981471
gene_2912	1981472
gene_2913	1981473
gene_2914	1981474
gene_2915	1981475
gene_2916	1981476
gene_2917	1981477
gene_2918	1981478
gene_2919	1981479
gene_2920	1981480
gene_2921	1981481
gene_2922	1981482
gene_2923	1981483
gene_2924	1981484
gene_2925	1981485
gene_2926	1981486
gene_2927	1981487
gene_2928	1981488
gene_2929	1981489
gene_2930	1981490
gene_2931	1981491
gene_2932	1981492
gene_2933	1981493
gene_2934	1981494
gene_2935	1981495
gene_2936	1981496
gene_2937	1981497
gene_2938	1981498
gene_2939	1981499
gene_2940	1981500
gene_2941	1981501
gene_2942	1981502
gene_2943	1981503
gene_2944	1981504
gene_2945	1981505
gene_2946	1981506
gene_2947	1981507
gene_2948	1981508
gene_2949	1981509
gene_2950	1981510
gene_2951	1981511
gene_2952	1981512
gene_2953	1981513
gene_2954	1981514
gene_2955	1981515
gene_2956	1981516
gene_2957	1981517
gene_2958	1981518
gene_2959	1981519
gene_2960	1981520
gene_2961	1981521
gene_2962	1981522
gene_2963	1981523
gene_2964	1981524
gene_2965	1981525
gene_2966	1981526
gene_2967	1981527
gene_2968	1981528
gene_2969	1981529
gene_2970	1981530
gene_2971	1981531
gene_2972	1981532
gene_2973	1981533
gene_2974	1981534
gene_2975	1981535
gene_2976	1981536
gene_2977	1981537
gene_2978	1981538
gene_2979	1981539
gene_2980	1981540
gene_2981	1981541
gene_2982	1981542
gene_2983	1981543
gene_2984	1981544
gene_2985	1981545
gene_2986	1981546
gene_2987	1981547
gene_2988	1981548
gene_2989	1981549
gene_2990	1981550
gene_2991	1981551
gene_2992	1981552
gene_2993	1981553
gene_2994	1981554
gene_2995	1981555
gene_2996	1981556
gene_2997	1981557
gene_2998	1981558
gene_2999	1981559
gene_3000	1981560
gene_3001	1981561
gene_3002	1981562
gene_3003	1981563
gene_3004	1981564
gene_3005	1981565
gene_3006	1981566
gene_3007	1981567
gene_3008	1981568
gene_3009	1981569
gene_3010	1981570
gene_3011	1981571
gene_3012	1981572
gene_3013	1981573
gene_3014	1981574
gene_3015	1981575
gene_3016	1981576
gene_3017	1981577
gene_3018	1981578
gene_3019	1981579
gene_3020	1981580
gene_3021	1981581
gene_3022	1981582
gene_3023	1981583
gene_3024	1981584
gene_3025	1981585
gene_3026	1981586
gene_3027	1981587
gene_3028	1981588
gene_3029	1981589
gene_3030	1981590
gene_3031	1981591
gene_3032	1981592
gene_3033	1981593
gene_3034	1981594
gene_3035	1981595
gene_3036	1981596
gene_3037	1981597
gene_3038	1981598
gene_3039	1981599
gene_3040	1981600
gene_3041	1981601
gene_3042	1981602
gene_3043	1981603
gene_3044	1981604
gene_3045	1981605
gene_3046	1981606
gene_3047	1981607
gene_3048	1981608
gene_3049	1981609
gene_3050	1981610
gene_3051	1981611
gene_3052	1981612
gene_3053	1981613
gene_3054	1981614
gene_3055	1981615
gene_3056	1981616
gene_3057	1981617
gene_3058	1981618
gene_3059	1981619
gene_3060	1981620
gene_3061	1981621
gene_3062	1981622
gene_3063	1981623
gene_3064	1981624
gene_3065	1981625
gene_3066	1981626
gene_3067	1981627
gene_3068	1981628
gene_3069	1981629
gene_3070	1981630
gene_3071	1981631
gene_3072	1981632
gene_3073	1981633
gene_3074	1981634
gene_3075	1981635
gene_3076	1981636
gene_3077	1981637
gene_3078	1981638
gene_3079	1981639
gene_3080	1981640
gene_3081	1981641
gene_3082	1981642
gene_3083	1981643
gene_3084	1981644
gene_3085	1981645
gene_3086	1981646
gene_3087	1981647
gene_3088	1981648
gene_3089	1981649
gene_3090	1981650
gene_3091	1981651
gene_3092	1981652
gene_3093	1981653
gene_3094	1981654
gene_3095	1981655
gene_3096	1981656
gene_3097	1981657
gene_3098	1981658
gene_3099	1981659
gene_3100	1981660
gene_3101	1981661
gene_3102	1981662
gene_3103	1981663
gene_3104	1981664
gene_3105	1981665
gene_3106	1981666
gene_3107	1981667
gene_3108	1981668
gene_3109	1981669
gene_3110	1981670
gene_3111	1981671
gene_3112	1981672
gene_3113	1981673
gene_3114	1981674
gene_3115	1981675
gene_3116	1981676
gene_3117	1981677
gene_3118	1981678
gene_3119	1981679
gene_3120	1981680
gene_3121	1981681
gene_3122	1981682
gene_3123	1981683
gene_3124	1981684
gene_3125	1981685
gene_3126	1981686
gene_3127	1981687
gene_3128	1981688
gene_3129	1981689
gene_3130	1981690
gene_3131	1981691
gene_3132	1981692
gene_3133	1981693
gene_3134	1981694
gene_3135	1981695
gene_3136	1981696
gene_3137	1981697
gene_3138	1981698
gene_3139	1981699
gene_3140	1981700
gene_3141	1981701
gene_3142	1981702
gene_3143	1981703
gene_3144	1981704
gene_3145	1981705
gene_3146	1981706
gene_3147	1981707
gene_3148	1981708
gene_3149	1981709
gene_3150	1981710
gene_3151	1981711
gene_3152	1981712
gene_3153	1981713
gene_3154	1981714
gene_3155	1981715
gene_3156	1981716
gene_3157	1981717
gene_3158	1981718
gene_3159	1981719
gene_3160	1981720
gene_3161	1981721
gene_3162	1981722
gene_3163	1981723
gene_3164	1981724
gene_3165	1981725
gene_3166	1981726
gene_3167	1981727
gene_3168	1981728
gene_3169	1981729
gene_3170	1981730
gene_3171	1981731
gene_3172	1981732
gene_3173	1981733
gene_3174	1981734
gene_3175	1981735
gene_3176	1981736
gene_3177	1981737
gene_3178	1981738
gene_3179	1981739
gene_3180	1981740
gene_3181	1981741
gene_3182	1981742
gene_3183	1981743
gene_3184	1981744
gene_3185	1981745
gene_3186	1981746
gene_3187	1981747
gene_3188	1981748
gene_3189	1981749
gene_3190	1981750
gene_3191	1981751
gene_3192	1981752
gene_3193	1981753
gene_3194	1981754
gene_3195	1981755
gene_3196	1981756
gene_3197	1981757
gene_3198	1981758
gene_3199	1981759
gene_3200	1981760
gene_3201	1981761
gene_3202	1981762
gene_3203	1981763
gene_3204	1981764
gene_3205	1981765
gene_3206	1981766
gene_3207	1981767
gene_3208	1981768
gene_3209	1981769
gene_3210	1981770
gene_3211	1981771
gene_3212	1981772
gene_3213	1981773
gene_3214	1981774
gene_3215	1981775
gene_3216	1981776
gene_3217	1981777
gene_3218	1981778
gene_3219	1981779
gene_3220	1981780
gene_3221	1981781
gene_3222	1981782
gene_3223	1981783
gene_3224	1981784
gene_3225	1981785
gene_3226	1981786
gene_3227	1981787
gene_3228	1981788
gene_3229	1981789
gene_3230	1981790
gene_3231	1981791
gene_3232	1981792
gene_3233	1981793
gene_3234	1981794
gene_3235	1981795
gene_3236	1981796
gene_3237	1981797
gene_3238	1981798
gene_3239	1981799
gene_3240	1981800
gene_3241	1981801
gene_3242	1981802
gene_3243	1981803
gene_3244	1981804
gene_3245	1981805
gene_3246	1981806
gene_3247	1981807
gene_3248	1981808
gene_3249	1981809
gene_3250	1981810
gene_3251	1981811
gene_3252	1981812
gene_3253	1981813
gene_3254	1981814
gene_3255	1981815
gene_3256	1981816
gene_3257	1981817
gene_3258	1981818
gene_3259	1981819
gene_3260	1981820
gene_3261	1981821
gene_3262	1981822
gene_3263	1981823
gene_3264	1981824
gene_3265	1981825
gene_3266	1981826
gene_3267	1981827
gene_3268	1981828
gene_3269	1981829
gene_3270	1981830
gene_3271	1981831
gene_3272	1981832
gene_3273	1981833
gene_3274	1981834
gene_3275	1981835
gene_3276	1981836
gene_3277	1981837
gene_3278	1981838
gene_3279	1981839
gene_3280	1981840
gene_3281	1981841
gene_3282	1981842
gene_3283	1981843
gene_3284	1981844
gene_3285	1981845
gene_3286	1981846
gene_3287	1981847
gene_3288	1981848
gene_3289	1981849
gene_3290	1981850
gene_3291	1981851
gene_3292	1981852
gene_3293	1981853
gene_3294	1981854
gene_3295	1981855
gene_3296	1981856
gene_3297	1981857
gene_3298	1981858
gene_3299	1981859
gene_3300	1981860
gene_3301	1981861
gene_3302	1981862
gene_3303	1981863
gene_3304	1981864
gene_3305	1981865
gene_3306	1981866
gene_3307	1981867
gene_3308	1981868
gene_3309	1981869
gene_3310	1981870
gene_3311	1981871
gene_3312	1981872
gene_3313	1981873
gene_3314	1981874
gene_3315	1981875
gene_3316	1981876
gene_3317	1981877
gene_3318	1981878
gene_3319	1981879
gene_3320	1981880
gene_3321	1981881
gene_3322	1981882
gene_3323	1981883
gene_3324	1981884
gene_3325	1981885
gene_3326	1981886
gene_3327	1981887
gene_3328	1981888
gene_3329	1981889
gene_3330	1981890
gene_3331	1981891
gene_3332	1981892
gene_3333	1981893
gene_3334	1981894
gene_3335	1981895
gene_3336	1981896
gene_3337	1981897
gene_3338	1981898
gene_3339	1981899
gene_3340	1981900
gene_3341	1981901
gene_3342	1981902
gene_3343	1981903
gene_3344	1981904
gene_3345	1981905
gene_3346	1981906
gene_3347	1981907
gene_3348	1981908
gene_3349	1981909
gene_3350	1981910
gene_3351	1981911
gene_3352	1981912
gene_3353	1981913
gene_3354	1981914
gene_3355	1981915
gene_3356	1981916
gene_3357	1981917
gene_3358	1981918
gene_3359	1981919
gene_3360	1981920
gene_3361	1981921
gene_3362	1981922
gene_3363	1981923
gene_3364	1981924
gene_3365	1981925
gene_3366	1981926
gene_3367	1981927
gene_3368	1981928
gene_3369	1981929
gene_3370	1981930
gene_3371	1981931
gene_3372	1981932
gene_3373	1981933
gene_3374	1981934
gene_3375	1981935
gene_3376	1981936
gene_3377	1981937
gene_3378	1981938
gene_3379	1981939
gene_3380	1981940
gene_3381	1981941
gene_3382	1981942
gene_3383	1981943
gene_3384	1981944
gene_3385	1981945
gene_3386	1981946
gene_3387	1981947
gene_3388	1981948
gene_3389	1981949
gene_3390	1981950
gene_3391	1981951
gene_3392	1981952
gene_3393	1981953
gene_3394	1981954
gene_3395	1981955
gene_3396	1981956
gene_3397	1981957
gene_3398	1981958
gene_3399	1981959
gene_3400	1981960
gene_3401	1981961
gene_3402	1981962
gene_3403	1981963
gene_3404	1981964
gene_3405	1981965
gene_3406	1981966
gene_3407	1981967
gene_3408	1981968
gene_3409	1981969
gene_3410	1981970
gene_3411	1981971
gene_3412	1981972
gene_3413	1981973
gene_3414	1981974
gene_3415	1981975
gene_3416	1981976
gene_3417	1981977
gene_3418	1981978
gene_3419	1981979
gene_3420	1981980
gene_3421	1981981
gene_3422	1981982
gene_3423	1981983
gene_3424	1981984
gene_3425	1981985
gene_3426	1981986
gene_3427	1981987
gene_3428	1981988
gene_3429	1981989
gene_3430	1981990
gene_3431	1981991
gene_3432	1981992
gene_3433	1981993
gene_3434	1981994
gene_3435	1981995
gene_3436	1981996
gene_3437	1981997
gene_3438	1981998
gene_3439	1981999
gene_3440	1982000
gene_3441	1982001
gene_3442	1982002
gene_3443	1982003
gene_3444	1982004
gene_3445	1982005
gene_3446	1982006
gene_3447	1982007
gene_3448	1982008
gene_3449	1982009
gene_3450	1982010
gene_3451	1982011
gene_3452	1982012
gene_3453	1982013
gene_3454	1982014
gene_3455	1982015
gene_3456	1982016
gene_3457	1982017
gene_3458	1982018
gene_3459	1982019
gene_3460	1982020
gene_3461	1982021
gene_3462	1982022
gene_3463	1982023
gene_3464	1982024
gene_3465	1982025
gene_3466	1982026
gene_3467	1982027
gene_3468	1982028
gene_3469	1982029
gene_3470	1982030
gene_3471	1982031
gene_3472	1982032
gene_3473	1982033
gene_3474	1982034
gene_3475	1982035
gene_3476	1982036
gene_3477	1982037
gene_3478	1982038
gene_3479	1982039
gene_3480	1982040
gene_3481	1982041
gene_3482	1982042
gene_3483	1982043
gene_3484	1982044
gene_3485	1982045
gene_3486	1982046
gene_3487	1982047
gene_3488	1982048
gene_3489	1982049
gene_3490	1982050
gene_3491	1982051
gene_3492	1982052
gene_3493	1982053
gene_3494	1982054
gene_3495	1982055
gene_3496	1982056
gene_3497	1982057
gene_3498	1982058
gene_3499	1982059
gene_3500	1982060
gene_3501	1982061
gene_3502	1982062
gene_3503	1982063
gene_3504	1982064
gene_3505	1982065
gene_3506	1982066
gene_3507	1982067
gene_3508	1982068
gene_3509	1982069
gene_3510	1982070
gene_3511	1982071
gene_3512	1982072
gene_3513	1982073
gene_3514	1982074
gene_3515	1982075
gene_3516	1982076
gene_3517	1982077
gene_3518	1982078
gene_3519	1982079
gene_3520	1982080
gene_3521	1982081
gene_3522	1982082
gene_3523	1982083
gene_3524	1982084
gene_3525	1982085
gene_3526	1982086
gene_3527	1982087
gene_3528	1982088
gene_3529	1982089
gene_3530	1982090
gene_3531	1982091
gene_3532	1982092
gene_3533	1982093
gene_3534	1982094
gene_3535	1982095
gene_3536	1982096
gene_3537	1982097
gene_3538	1982098
gene_3539	1982099
gene_3540	1982100
gene_3541	1982101
gene_3542	1982102
gene_3543	1982103
gene_3544	1982104
gene_3545	1982105
gene_3546	1982106
gene_3547	1982107
gene_3548	1982108
gene_3549	1982109
gene_3550	1982110
gene_3551	1982111
gene_3552	1982112
gene_3553	1982113
gene_3554	1982114
gene_3555	1982115
gene_3556	1982116
gene_3557	1982117
gene_3558	1982118
gene_3559	1982119
gene_3560	1982120
gene_3561	1982121
gene_3562	1982122
gene_3563	1982123
gene_3564	1982124
gene_3565	1982125
gene_3566	1982126
gene_3567	1982127
gene_3568	1982128
gene_3569	1982129
gene_3570	1982130
gene_3571	1982131
gene_3572	1982132
gene_3573	1982133
gene_3574	1982134
gene_3575	1982135
gene_3576	1982136
gene_3577	1982137
gene_3578	1982138
gene_3579	1982139
gene_3580	1982140
gene_3581	1982141
gene_3582	1982142
gene_3583	1982143
gene_3584	1982144
gene_3585	1982145
gene_3586	1982146
gene_3587	1982147
gene_3588	1982148
gene_3589	1982149
gene_3590	1982150
gene_3591	1982151
gene_3592	1982152
gene_3593	1982153
gene_3594	1982154
gene_3595	1982155
gene_3596	1982156
gene_3597	1982157
gene_3598	1982158
gene_3599	1982159
gene_3600	1982160
gene_3601	1982161
gene_3602	1982162
gene_3603	1982163
gene_3604	1982164
gene_3605	1982165
gene_3606	1982166
gene_3607	1982167
gene_3608	1982168
gene_3609	1982169
gene_3610	1982170
gene_3611	1982171
gene_3612	1982172
gene_3613	1982173
gene_3614	1982174
gene_3615	1982175
gene_3616	1982176
gene_3617	1982177
gene_3618	1982178
gene_3619	1982179
gene_3620	1982180
gene_3621	1982181
gene_3622	1982182
gene_3623	1982183
gene_3624	1982184
gene_3625	1982185
gene_3626	1982186
gene_3627	1982187
gene_3628	1982188
gene_3629	1982189
gene_3630	1982190
gene_3631	1982191
gene_3632	1982192
gene_3633	1982193
gene_3634	1982194
gene_3635	1982195
gene_3636	1982196
gene_3637	1982197
gene_3638	1982198
gene_3639	1982199
gene_3640	1982200
gene_3641	1982201
gene_3642	1982202
gene_3643	1982203
gene_3644	1982204
gene_3645	1982205
gene_3646	1982206
gene_3647	1982207
gene_3648	1982208
gene_3649	1982209
gene_3650	1982210
gene_3651	1982211
gene_3652	1982212
gene_3653	1982213
gene_3654	1982214
gene_3655	1982215
gene_3656	1982216
gene_3657	1982217
gene_3658	1982218
gene_3659	1982219
gene_3660	1982220
gene_3661	1982221
gene_3662	1982222
gene_3663	1982223
gene_3664	1982224
gene_3665	1982225
gene_3666	1982226
gene_3667	1982227
gene_3668	1982228
gene_3669	1982229
gene_3670	1982230
gene_3671	1982231
gene_3672	1982232
gene_3673	1982233
gene_3674	1982234
gene_3675	1982235
gene_3676	1982236
gene_3677	1982237
gene_3678	1982238
gene_3679	1982239
gene_3680	1982240
gene_3681	1982241
gene_3682	1982242
gene_3683	1982243
gene_3684	1982244
gene_3685	1982245
gene_3686	1982246
gene_3687	1982247
gene_3688	1982248
gene_3689	1982249
gene_3690	1982250
gene_3691	1982251
gene_3692	1982252
gene_3693	1982253
gene_3694	1982254
gene_3695	1982255
gene_3696	1982256
gene_3697	1982257
gene_3698	1982258
gene_3699	1982259
gene_3700	1982260
gene_3701	1982261
gene_3702	1982262
gene_3703	1982263
gene_3704	1982264
gene_3705	1982265
gene_3706	1982266
gene_3707	1982267
gene_3708	1982268
gene_3709	1982269
gene_3710	1982270
gene_3711	1982271
gene_3712	1982272
gene_3713	1982273
gene_3714	1982274
gene_3715	1982275
gene_3716	1982276
gene_3717	1982277
gene_3718	1982278
gene_3719	1982279
gene_3720	1982280
gene_3721	1982281
gene_3722	1982282
gene_3723	1982283
gene_3724	1982284
gene_3725	1982285
gene_3726	1982286
gene_3727	1982287
gene_3728	1982288
gene_3729	1982289
gene_3730	1982290
gene_3731	1982291
gene_3732	1982292
gene_3733	1982293
gene_3734	1982294
gene_3735	1982295
gene_3736	1982296
gene_3737	1982297
gene_3738	1982298
gene_3739	1982299
gene_3740	1982300
gene_3741	1982301
gene_3742	1982302
gene_3743	1982303
gene_3744	1982304
gene_3745	1982305
gene_3746	1982306
gene_3747	1982307
gene_3748	1982308
gene_3749	1982309
gene_3750	1982310
gene_3751	1982311
gene_3752	1982312
gene_3753	1982313
gene_3754	1982314
gene_3755	1982315
gene_3756	1982316
gene_3757	1982317
gene_3758	1982318
gene_3759	1982319
gene_3760	1982320
gene_3761	1982321
gene_3762	1982322
gene_3763	1982323
gene_3764	1982324
gene_3765	1982325
gene_3766	1982326
gene_3767	1982327
gene_3768	1982328
gene_3769	1982329
gene_3770	1982330
gene_3771	1982331
gene_3772	1982332
gene_3773	1982333
gene_3774	1982334
gene_3775	1982335
gene_3776	1982336
gene_3777	1982337
gene_3778	1982338
gene_3779	1982339
gene_3780	1982340
gene_3781	1982341
gene_3782	1982342
gene_3783	1982343
gene_3784	1982344
gene_3785	1982345
gene_3786	1982346
gene_3787	1982347
gene_3788	1982348
gene_3789	1982349
gene_3790	1982350
gene_3791	1982351
gene_3792	1982352
gene_3793	1982353
gene_3794	1982354
gene_3795	1982355
gene_3796	1982356
gene_3797	1982357
gene_3798	1982358
gene_3799	1982359
gene_3800	1982360
gene_3801	1982361
gene_3802	1982362
gene_3803	1982363
gene_3804	1982364
gene_3805	1982365
gene_3806	1982366
gene_3807	1982367
gene_3808	1982368
gene_3809	1982369
gene_3810	1982370
gene_3811	1982371
gene_3812	1982372
gene_3813	1982373
gene_3814	1982374
gene_3815	1982375
gene_3816	1982376
gene_3817	1982377
gene_3818	1982378
gene_3819	1982379
gene_3820	1982380
gene_3821	1982381
gene_3822	1982382
gene_3823	1982383
gene_3824	1982384
gene_3825	1982385
gene_3826	1982386
gene_3827	1982387
gene_3828	1982388
gene_3829	1982389
gene_3830	1982390
gene_3831	1982391
gene_3832	1982392
gene_3833	1982393
gene_3834	1982394
gene_3835	1982395
gene_3836	1982396
gene_3837	1982397
gene_3838	1982398
gene_3839	1982399
gene_3840	1982400
gene_3841	1982401
gene_3842	1982402
gene_3843	1982403
gene_3844	1982404
gene_3845	1982405
gene_3846	1982406
gene_3847	1982407
gene_3848	1982408
gene_3849	1982409
gene_3850	1982410
gene_3851	1982411
gene_3852	1982412
gene_3853	1982413
gene_3854	1982414
gene_3855	1982415
gene_3856	1982416
gene_3857	1982417
gene_3858	1982418
gene_3859	1982419
gene_3860	1982420
gene_3861	1982421
gene_3862	1982422
gene_3863	1982423
gene_3864	1982424
gene_3865	1982425
gene_3866	1982426
gene_3867	1982427
gene_3868	1982428
gene_3869	1982429
gene_3870	1982430
gene_3871	1982431
gene_3872	1982432
gene_3873	1982433
gene_3874	1982434
gene_3875	1982435
gene_3876	1982436
gene_3877	1982437
gene_3878	1982438
gene_3879	1982439
gene_3880	1982440
gene_3881	1982441
gene_3882	1982442
gene_3883	1982443
gene_3884	1982444
gene_3885	1982445
gene_3886	1982446
gene_3887	1982447
gene_3888	1982448
gene_3889	1982449
gene_3890	1982450
gene_3891	1982451
gene_3892	1982452
gene_3893	1982453
gene_3894	1982454
gene_3895	1982455
gene_3896	1982456
gene_3897	1982457
gene_3898	1982458
gene_3899	1982459
gene_3900	1982460
gene_3901	1982461
gene_3902	1982462
gene_3903	1982463
gene_3904	1982464
gene_3905	1982465
gene_3906	1982466
gene_3907	1982467
gene_3908	1982468
gene_3909	1982469
gene_3910	1982470
gene_3911	1982471
gene_3912	1982472
gene_3913	1982473
gene_3914	1982474
gene_3915	1982475
gene_3916	1982476
gene_3917	1982477
gene_3918	1982478
gene_3919	1982479
gene_3920	1982480
gene_3921	1982481
gene_3922	1982482
gene_3923	1982483
gene_3924	1982484
gene_3925	1982485
gene_3926	1982486
gene_3927	1982487
gene_3928	1982488
gene_3929	1982489
gene_3930	1982490
gene_3931	1982491
gene_3932	1982492
gene_3933	1982493
gene_3934	1982494
gene_3935	1982495
gene_3936	1982496
gene_3937	1982497
gene_3938	1982498
gene_3939	1982499
gene_3940	1982500
gene_3941	1982501
gene_3942	1982502
gene_3943	1982503
gene_3944	1982504
gene_3945	1982505
gene_3946	1982506
gene_3947	1982507
gene_3948	1982508
gene_3949	1982509
gene_3950	1982510
gene_3951	1982511
gene_3952	1982512
gene_3953	1982513
gene_3954	1982514
gene_3955	1982515
gene_3956	1982516
gene_3957	1982517
gene_3958	1982518
gene_3959	1982519
gene_3960	1982520
gene_3961	1982521
gene_3962	1982522
gene_3963	1982523
gene_3964	1982524
gene_3965	1982525
gene_3966	1982526
gene_3967	1982527
gene_3968	1982528
gene_3969	1982529
gene_3970	1982530
gene_3971	1982531
gene_3972	1982532
gene_3973	1982533
gene_3974	1982534
gene_3975	1982535
gene_3976	1982536
gene_3977	1982537
gene_3978	1982538
gene_3979	1982539
gene_3980	1982540
gene_3981	1982541
gene_3982	1982542
gene_3983	1982543
gene_3984	1982544
gene_3985	1982545
gene_3986	1982546
gene_3987	1982547
gene_3988	1982548
gene_3989	1982549
gene_3990	1982550
gene_3991	1982551
gene_3992	1982552
gene_3993	1982553
gene_3994	1982554
gene_3995	1982555
gene_3996	1982556
gene_3997	1982557
gene_3998	1982558
gene_3999	1982559
gene_4000	1982560
gene_4001	1982561
gene_4002	1982562
gene_4003	1982563
gene_4004	1982564
gene_4005	1982565
gene_4006	1982566
gene_4007	1982567
gene_4008	1982568
gene_4009	1982569
gene_4010	1982570
gene_4011	1982571
gene_4012	1982572
gene_4013	1982573
gene_4014	1982574
gene_4015	1982575
gene_4016	1982576
gene_4017	1982577
gene_4018	1982578
gene_4019	1982579
gene_4020	1982580
gene_4021	1982581
gene_4022	1982582
gene_4023	1982583
gene_4024	1982584
gene_4025	1982585
gene_4026	1982586
gene_4027	1982587
gene_4028	1982588
gene_4029	1982589
gene_4030	1982590
gene_4031	1982591
gene_4032	1982592
gene_4033	1982593
gene_4034	1982594
gene_4035	1982595
gene_4036	1982596
gene_4037	1982597
gene_4038	1982598
gene_4039	1982599
gene_4040	1982600
gene_4041	1982601
gene_4042	1982602
gene_4043	1982603
gene_4044	1982604
gene_4045	1982605
gene_4046	1982606
gene_4047	1982607
gene_4048	1982608
gene_4049	1982609
gene_4050	1982610
gene_4051	1982611
gene_4052	1982612
gene_4053	1982613
gene_4054	1982614
gene_4055	1982615
gene_4056	1982616
gene_4057	1982617
gene_4058	1982618
gene_4059	1982619
gene_4060	1982620
gene_4061	1982621
gene_4062	1982622
gene_4063	1982623
gene_4064	1982624
gene_4065	1982625
gene_4066	1982626
gene_4067	1982627
gene_4068	1982628
gene_4069	1982629
gene_4070	1982630
gene_4071	1982631
gene_4072	1982632
gene_4073	1982633
gene_4074	1982634
gene_4075	1982635
gene_4076	1982636
gene_4077	1982637
gene_4078	1982638
gene_4079	1982639
gene_4080	1982640
gene_4081	1982641
gene_4082	1982642
gene_4083	1982643
gene_4084	1982644
gene_4085	1982645
gene_4086	1982646
gene_4087	1982647
gene_4088	1982648
gene_4089	1982649
gene_4090	1982650
gene_4091	1982651
gene_4092	1982652
gene_4093	1982653
gene_4094	1982654
gene_4095	1982655
gene_4096	1982656
gene_4097	1982657
gene_4098	1982658
gene_4099	1982659
gene_4100	1982660
gene_4101	1982661
gene_4102	1982662
gene_4103	1982663
gene_4104	1982664
gene_4105	1982665
gene_4106	1982666
gene_4107	1982667
gene_4108	1982668
gene_4109	1982669
gene_4110	1982670
gene_4111	1982671
gene_4112	1982672
gene_4113	1982673
gene_4114	1982674
gene_4115	1982675
gene_4116	1982676
gene_4117	1982677
gene_4118	1982678
gene_4119	1982679
gene_4120	1982680
gene_4121	1982681
gene_4122	1982682
gene_4123	1982683
gene_4124	1982684
gene_4125	1982685
gene_4126	1982686
gene_4127	1982687
gene_4128	1982688
gene_4129	1982689
gene_4130	1982690
gene_4131	1982691
gene_4132	1982692
gene_4133	1982693
gene_4134	1982694
gene_4135	1982695
gene_4136	1982696
gene_4137	1982697
gene_4138	1982698
gene_4139	1982699
gene_4140	1982700
gene_4141	1982701
gene_4142	1982702
gene_4143	1982703
gene_4144	1982704
gene_4145	1982705
gene_4146	1982706
gene_4147	1982707
gene_4148	1982708
gene_4149	1982709
gene_4150	1982710
gene_4151	1982711
gene_4152	1982712
gene_4153	1982713
gene_4154	1982714
gene_4155	1982715
gene_4156	1982716
gene_4157	1982717
gene_4158	1982718
gene_4159	1982719
gene_4160	1982720
gene_4161	1982721
gene_4162	1982722
gene_4163	1982723
gene_4164	1982724
gene_4165	1982725
gene_4166	1982726
gene_4167	1982727
gene_4168	1982728
gene_4169	1982729
gene_4170	1982730
gene_4171	1982731
gene_4172	1982732
gene_4173	1982733
gene_4174	1982734
gene_4175	1982735
gene_4176	1982736
gene_4177	1982737
gene_4178	1982738
gene_4179	1982739
gene_4180	1982740
gene_4181	1982741
gene_4182	1982742
gene_4183	1982743
gene_4184	1982744
gene_4185	1982745
gene_4186	1982746
gene_4187	1982747
gene_4188	1982748
gene_4189	1982749
gene_4190	1982750
gene_4191	1982751
gene_4192	1982752
gene_4193	1982753
gene_4194	1982754
gene_4195	1982755
gene_4196	1982756
gene_4197	1982757
gene_4198	1982758
gene_4199	1982759
gene_4200	1982760
gene_4201	1982761
gene_4202	1982762
gene_4203	1982763
gene_4204	1982764
gene_4205	1982765
gene_4206	1982766
gene_4207	1982767
gene_4208	1982768
gene_4209	1982769
gene_4210	1982770
gene_4211	1982771
gene_4212	1982772
gene_4213	1982773
gene_4214	1982774
gene_4215	1982775
gene_4216	1982776
gene_4217	1982777
gene_4218	1982778
gene_4219	1982779
gene_4220	1982780
gene_4221	1982781
gene_4222	1982782
gene_4223	1982783
gene_4224	1982784
gene_4225	1982785
gene_4226	1982786
gene_4227	1982787
gene_4228	1982788
gene_4229	1982789
gene_4230	1982790
gene_4231	1982791
gene_4232	1982792
gene_4233	1982793
gene_4234	1982794
gene_4235	1982795
gene_4236	1982796
gene_4237	1982797
gene_4238	1982798
gene_4239	1982799
gene_4240	1982800
gene_4241	1982801
gene_4242	1982802
gene_4243	1982803
gene_4244	1982804
gene_4245	1982805
gene_4246	1982806
gene_4247	1982807
gene_4248	1982808
gene_4249	1982809
gene_4250	1982810
gene_4251	1982811
gene_4252	1982812
gene_4253	1982813
gene_4254	1982814
gene_4255	1982815
gene_4256	1982816
gene_4257	1982817
gene_4258	1982818
gene_4259	1982819
gene_4260	1982820
gene_4261	1982821
gene_4262	1982822
gene_4263	1982823
gene_4264	1982824
gene_4265	1982825
gene_4266	1982826
gene_4267	1982827
gene_4268	1982828
gene_4269	1982829
gene_4270	1982830
gene_4271	1982831
gene_4272	1982832
gene_4273	1982833
gene_4274	1982834
gene_4275	1982835
gene_4276	1982836
gene_4277	1982837
gene_4278	1982838
gene_4279	1982839
gene_4280	1982840
gene_4281	1982841
gene_4282	1982842
gene_4283	1982843
gene_4284	1982844
gene_4285	1982845
gene_4286	1982846
gene_4287	1982847
gene_4288	1982848
gene_4289	1982849
gene_4290	1982850
gene_4291	1982851
